HDI Rank,Country,2000,,2005,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018
 ,Arab States,67.6,,60.5,,56,,54.4,,53.7,,52,,51.2,,50.9,,49.6,,48,,47
 ,East Asia and the Pacific,184.7,,169.5,,155.2,,154.2,,152.6,,149.9,,148.3,,146.4,,144.8,,143.6,,143.8
 ,Europe and Central Asia,93.3,,94,,76.1,,73.2,,68.2,,64.4,,60.9,,57.2,,54.4,,52.1,,49.2
 ,Latin America and the Caribbean,53.9,,48.4,,42.7,,43.1,,42.4,,42,,41.2,,40.9,,41.2,,42.3,,43.4
 ,South Asia,263.2,,256,,233.4,,229.1,,224.1,,219.7,,215.5,,211.3,,206.7,,201.6,,197.8
 ,Sub-Saharan Africa,343.8,,356.7,,321.2,,309.8,,300.1,,288.3,,279.8,,268.1,,252.9,,243.9,,237.2
 ,Least Developed Countries,298.7,,280,,255.9,,249.4,,244.4,,237.9,,232.8,,227.4,,222.2,,217.4,,213.3
 ,Small Island Developing States,129.6,,138.2,,131.8,,131.5,,132,,131.8,,130.7,,130.6,,130.2,,128.1,,126.6
 ,Organization for Economic Co-operation and Development,18.7,,17.4,,15.4,,15.3,,14.6,,13.9,,13.5,,12.9,,12.9,,12.3,,12.7
 ,World,170.6,,167,,153.8,,151.5,,148.6,,145.3,,142.8,,139.7,,136.3,,133.6,,131.9
